Industry,Startup_Age,Funding_Amount,Number_of_Founders,Founder_Experience,Employees_Count,Revenue,Burn_Rate,Market_Size,Business_Model,Product_Uniqueness_Score,Customer_Retention_Rate,Marketing_Expense,failed,revenue_per_employee,burn_to_revenue_ratio,revenue_to_funding_ratio,marketing_efficiency,employees_per_founder,experience_per_founder,product_market_fit_score,profit_margin_proxy,funding_per_year
5,12.0,46705796.0,4.0,21.0,468.0,63472824.67569109,103077335.64036304,2,2,8.0,48.295650494876575,500000.0,1.0,135336.51316778484,1.6239600891100667,1.358992432474519,126.94539546059126,93.6,4.2,386.3652039590126,-39604510.96467195,3592753.5384615385
6,4.0,8763412.0,1.0,11.0,415.0,92063676.2153249,500000.0,0,0,3.0,48.90598198977551,3235540.175736841,0.0,221306.91397914637,0.00543102356025347,10.505459027815407,28.45387254092321,207.5,5.5,146.71794596932654,91563676.2153249,1752682.4
6,4.0,12628824.0,4.0,4.0,255.0,68296494.42540674,25234685.178125795,1,0,4.0,72.5820559752328,1924990.3433000904,0.0,266783.1813492451,0.36948726315960173,5.4079848620443105,35.47885795077047,51.0,0.8,290.3282239009312,43061809.24728094,2525764.8
5,11.0,16766326.0,3.0,3.0,241.0,112419439.05135249,7709693.007041305,1,0,2.0,44.30025338313944,6550495.331752721,1.0,464543.13657583675,0.06857971364667505,6.70507255711716,17.161972674713695,60.25,0.75,88.60050676627888,104709746.04431118,1397193.8333333333
1,13.0,26206815.0,4.0,23.0,309.0,33117042.414084684,17189958.654573753,0,1,4.0,66.18733213016587,27731272.461136185,1.0,106829.16907769252,0.5190668273020671,1.2636805025869866,1.194212824755284,61.8,4.6,264.7493285206635,15927083.75951093,1871915.357142857
7,1.0,39387539.0,1.0,4.0,599.0,26025583.1228256,500000.0,1,1,4.0,92.1144772381456,3157394.323452157,0.0,43375.971871376,0.019211864665180663,0.6607567551267635,8.242738224610523,299.5,2.0,368.4579089525824,25525583.1228256,19693769.5
7,9.0,11149436.0,2.0,3.0,551.0,2769686.22082542,150857229.5521108,1,1,2.0,42.95743868884934,72872371.74570516,0.0,5017.547501495326,54.467243960909215,0.24841489492477695,0.038007356100376956,183.66666666666666,1.0,85.91487737769867,-148087543.33128536,1114943.6
6,8.0,33468095.0,2.0,5.0,308.0,34421900.287524484,500000.0,1,0,5.0,47.78697765697513,24661541.637953658,0.0,111397.73555833167,0.01452563575217778,1.0284989109486384,1.3957723891347258,102.66666666666667,1.6666666666666667,238.93488828487565,33921900.287524484,3718677.222222222
3,9.0,36044928.0,2.0,8.0,452.0,64858862.14270755,76125090.81122127,2,0,7.0,75.68443957189588,500000.0,0.0,143176.29612076722,1.1737037487648356,1.7993893716008582,129.71746485048538,150.66666666666666,2.6666666666666665,529.7910770032712,-11266228.668513723,3604492.8
2,3.0,33550306.0,3.0,7.0,250.0,60251589.56133721,500000.0,0,1,5.0,72.41955036887154,65991381.322441295,1.0,240046.17355114425,0.00829853611069389,1.7958580695353163,0.9130220862315201,62.5,1.75,362.09775184435773,59751589.56133721,8387576.5
5,2.0,10484629.0,3.0,15.0,306.0,12456515.1323787,500000.0,0,1,6.0,89.16063432894447,13187446.475298686,1.0,40574.96785791107,0.0401396341229255,1.1880738883850646,0.9445736300152785,76.5,3.75,534.9638059736668,11956515.1323787,3494876.3333333335
7,13.0,18837223.0,3.0,15.0,96.0,25781031.262073822,10632983.710290069,1,1,6.0,30.0,500000.0,1.0,265783.82744406,0.4124343665607264,1.3686215793831311,51.561959400228844,24.0,3.75,180.0,15148047.551783754,1345515.9285714286
2,14.0,18169478.0,4.0,20.0,521.0,31547747.92864289,500000.0,1,2,6.0,88.24181241659106,7567434.020297086,1.0,60436.29871387527,0.01584899135373932,1.7363044877975253,4.168882566421347,104.2,4.0,529.4508744995463,31047747.92864289,1211298.5333333334
4,1.0,26860758.0,4.0,5.0,627.0,4461166.196744387,31018386.237411316,2,1,6.0,72.80160644504686,38661058.42608002,0.0,7103.767829210808,6.952975503820506,0.1660848897361533,0.11539172135916609,125.4,1.0,436.8096386702812,-26557220.04066693,13430379.0
3,7.0,30603896.0,2.0,4.0,747.0,13137154.644205345,154554895.40152586,2,1,4.0,60.65858528824359,14736977.363203384,0.0,17563.040968188965,11.764715253997796,0.4292641111752972,0.8914415370933418,249.0,1.3333333333333333,242.63434115297437,-141417740.75732052,3825487.0
6,2.0,15010312.0,2.0,2.0,86.0,90232226.47292994,85971149.87757222,0,1,3.0,65.717165864649,7548886.309138587,0.0,1037152.0284244821,0.9527765443157651,6.011348762209685,11.953049870501571,28.666666666666668,0.6666666666666666,197.151497593947,4261076.595357716,5003437.333333333
7,0.0,9671322.0,2.0,12.0,312.0,82461059.53022641,500000.0,2,2,7.0,82.45637910761533,26222193.921700463,1.0,263453.8643138224,0.006063467978522094,8.5263473808316,3.1447046967828336,104.0,4.0,577.1946537533073,81961059.53022641,9671322.0
4,6.0,9181494.0,4.0,1.0,760.0,10631610.459398476,60421079.85713884,2,1,2.0,87.9317332128299,40508085.81518264,0.0,13970.57879027395,5.683153498214597,1.1579389260026256,0.26245649437617213,152.0,0.2,175.8634664256598,-49789469.397740364,1311642.0
3,1.0,30968674.0,2.0,8.0,563.0,3887226.08545157,500000.0,0,1,7.0,61.4708324712604,500000.0,0.0,6892.24483236094,0.1286263933155107,0.12552122702865298,7.774436622029896,187.66666666666666,2.6666666666666665,430.2958272988228,3387226.08545157,15484337.0
3,9.0,4501174.0,2.0,8.0,532.0,26444409.160434872,42854296.52065164,2,0,4.0,62.49338209777012,11047615.814855227,0.0,49614.27609837687,1.6205427256898557,5.8750013408576365,2.3936754508788067,177.33333333333334,2.6666666666666665,249.9735283910805,-16409887.360216767,450117.4
7,9.0,26614605.0,3.0,7.0,390.0,9846307.966056416,42720559.64271703,1,1,7.0,73.42860357283925,9225514.693722645,0.0,25182.373314722292,4.338738484643268,0.3699588100630314,1.0672907935928373,97.5,1.75,514.0002250098747,-32874251.67666062,2661460.5
3,1.0,36252022.0,2.0,2.0,382.0,24486173.51354248,500000.0,1,0,4.0,39.31671132379216,21436909.942633577,0.0,63932.56792047645,0.020419686207964693,0.675442954274372,1.1422435620070872,127.33333333333333,0.6666666666666666,157.26684529516865,23986173.51354248,18126011.0
5,2.0,14037407.0,4.0,14.0,394.0,51515633.5528411,151846857.1315573,1,1,4.0,44.88457029089402,75600963.10051446,1.0,130419.32545023062,2.947587823572347,3.6698821857169857,0.681415034394919,78.8,2.8,179.53828116357607,-100331223.57871619,4679135.666666667
3,8.0,19369426.0,4.0,9.0,116.0,38174087.19563093,48756413.8586947,1,0,5.0,54.02658152969772,15735034.820889996,0.0,326274.2495353071,1.2772122705022444,1.9708423587146346,2.4260565803701963,23.2,1.8,270.13290764848864,-10582326.663063772,2152158.4444444445
3,13.0,46388264.0,4.0,24.0,233.0,79568453.11033167,500000.0,1,1,5.0,72.33423299792913,23643595.499267533,1.0,340036.12440312677,0.006283897376046631,1.7152711598575991,3.365327821966369,46.6,4.8,361.67116498964566,79068453.11033167,3313447.4285714286
6,3.0,15403194.0,1.0,11.0,274.0,64566482.80029624,500000.0,1,0,3.0,75.22217886434225,35558353.83772204,0.0,234787.21018289542,0.007743955850941134,4.19175909934895,1.8157893720043807,137.0,5.5,225.66653659302676,64066482.80029624,3850798.5
6,6.0,22849453.0,1.0,10.0,627.0,44079291.41798591,45867497.238953866,1,1,7.0,28.69831130007161,10099134.032289356,0.0,70189.9544872387,1.04056791120899,1.9291179306947952,4.364660070100443,313.5,5.0,200.88817910050125,-1788205.8209679574,3264207.5714285714
0,5.0,3734992.0,2.0,23.0,424.0,87502373.7115121,49184258.12388923,2,1,1.0,93.19712347272107,24305205.62365181,1.0,205887.93814473436,0.562090552239817,23.427720938569927,3.600149345217335,141.33333333333334,7.666666666666667,93.19712347272107,38318115.58762287,622498.6666666666
6,9.0,23893788.0,2.0,1.0,850.0,10325330.708428048,500000.0,0,0,6.0,30.0,16710550.544618508,1.0,12133.173570420737,0.04842459439747347,0.43213450610232007,0.6178928733057427,283.3333333333333,0.3333333333333333,180.0,9825330.708428048,2389378.8
0,13.0,7242014.0,2.0,23.0,800.0,109260472.33129944,40824304.4678759,0,0,7.0,30.0,500000.0,1.0,136405.08405905048,0.3736420246330849,15.087026515589852,218.52050762158365,266.6666666666667,7.666666666666667,210.0,68436167.86342354,517286.71428571426
4,4.0,18658253.0,4.0,6.0,397.0,50785569.45455876,500000.0,1,0,4.0,54.13531668968473,500000.0,0.0,127601.93330291146,0.009845316209402105,2.7218822004759264,101.57093576724598,79.4,1.2,216.5412667587389,50285569.45455876,3731650.6
7,14.0,25924085.0,1.0,28.0,19.0,42241224.94856731,3742675.957095117,0,1,4.0,30.0,500000.0,1.0,2112061.2474283655,0.08860244637909372,1.6294200284849891,84.48228093257275,9.5,14.0,120.0,38498548.99147219,1728272.3333333333
3,6.0,42919305.0,1.0,21.0,351.0,98461163.21589158,76785126.84656395,0,0,7.0,93.42727339365707,12610243.320583194,1.0,279719.2136815102,0.779851908699764,2.2940996113937997,7.808029782196796,175.5,10.5,653.9909137555995,21676036.369327635,6131329.285714285
4,8.0,30822454.0,1.0,10.0,518.0,49230580.41773117,29787539.22237508,2,1,3.0,63.85413807337918,24440050.732909083,0.0,94856.60966807549,0.6050616987360345,1.5972309933693203,2.014340270460274,259.0,5.0,191.56241422013755,19443041.195356093,3424717.111111111
6,5.0,34604583.0,3.0,2.0,516.0,56347730.65166079,39304001.53081187,2,1,4.0,53.60881262255559,7309660.255923501,0.0,108989.80783686807,0.6975258875332815,1.6283313982812448,7.70866510482938,129.0,0.5,214.43525049022236,17043729.120848924,5767430.5
6,9.0,17236689.0,1.0,22.0,315.0,25807173.99830216,500000.0,1,0,1.0,95.52582422874583,1793126.1227421572,1.0,81668.27214652582,0.019374456911029382,1.4972233066964806,14.3922723999826,157.5,11.0,95.52582422874583,25307173.99830216,1723668.9
3,2.0,11603512.0,2.0,2.0,239.0,78026466.05996737,60612950.28031798,0,1,4.0,54.12595396568386,35979668.92072852,0.0,325110.27524986403,0.7768255127293383,6.724383043304848,2.1686265113570413,79.66666666666667,0.6666666666666666,216.50381586273545,17413515.77964939,3867837.3333333335
3,1.0,8185180.0,4.0,5.0,261.0,36124859.831408985,64596701.50304285,0,0,2.0,67.5159319454905,500000.0,0.0,137881.14439469078,1.7881508749475608,4.4134466704412505,72.24957516366764,52.2,1.0,135.031863890981,-28471841.671633862,4092590.0
0,12.0,34837937.0,4.0,10.0,735.0,86109373.55345891,32795502.677784573,2,2,1.0,69.25302037177357,500000.0,1.0,116996.43145850395,0.38085867941619156,2.471712693026175,172.21840267011248,147.0,2.0,69.25302037177357,53313870.87567434,2679841.3076923075
7,10.0,42947980.0,3.0,10.0,700.0,9314029.024099045,500000.0,2,0,2.0,37.56340253206531,6783073.649663212,1.0,13286.774642081376,0.05368245525366615,0.2168676805575341,1.3731278962942708,175.0,2.5,75.12680506413062,8814029.024099045,3904361.8181818184
3,2.0,17694935.0,4.0,9.0,599.0,11751604.712234048,70539793.49193323,2,0,6.0,60.243207181797615,500000.0,0.0,19586.007853723415,6.00256639128877,0.6641224761838104,23.50316241814326,119.8,1.8,361.45924309078566,-58788188.77969918,5898311.666666667
6,9.0,17585982.0,1.0,7.0,556.0,77886874.4667068,54864114.81224399,0,1,7.0,40.43368873445827,37710165.818439774,0.0,139832.8087373551,0.7044077000584775,4.42891787548679,2.0654078472180384,278.0,3.5,283.0358211412079,23022759.654462807,1758598.2
6,7.0,44062323.0,4.0,20.0,512.0,82166236.96563426,500000.0,0,1,5.0,30.0,62969085.839671165,1.0,160168.1032468504,0.006085224447164336,1.8647731101435834,1.3048662619936342,102.4,4.0,150.0,81666236.96563426,5507790.375
3,5.0,22642128.0,4.0,5.0,410.0,26974157.75956488,30888169.631146908,2,0,1.0,64.47800659470519,11544461.143599328,0.0,65630.55415952526,1.1451022404987568,1.1913260347366132,2.336545213110716,82.0,1.0,64.47800659470519,-3914011.8715820275,3773688.0
6,2.0,27200296.0,4.0,4.0,322.0,64953266.13582598,500000.0,0,0,6.0,38.7044959945624,13691708.362854157,0.0,201093.70320689157,0.007697842187898463,2.387961651147632,4.7439851675529505,64.4,0.8,232.22697596737441,64453266.13582598,9066765.333333334
7,5.0,42819209.0,1.0,5.0,37.0,43554413.80354672,144544102.15321577,1,1,4.0,30.0,500000.0,1.0,1146168.784303861,3.318701509483839,1.0171699525410842,87.10865338978665,18.5,2.5,120.0,-100989688.34966904,7136534.833333333
7,4.0,33144598.0,1.0,5.0,459.0,44203953.76728656,8042107.547674004,0,0,7.0,76.02112493289256,9240248.076230925,0.0,96095.55166801426,0.18193185632398712,1.3336698919569538,4.78384872557107,229.5,2.5,532.1478745302479,36161846.21961255,6628919.6
7,5.0,9661351.0,1.0,10.0,349.0,48836222.32073959,63361477.20138619,1,1,2.0,58.58593459006114,11106540.94093922,0.0,139532.06377354168,1.2974278699900628,5.054802094027791,4.39706819462204,174.5,5.0,117.17186918012229,-14525254.880646601,1610225.1666666667
6,9.0,25830240.0,4.0,5.0,544.0,37141231.98044064,64237341.187432505,0,0,4.0,38.06815402429891,21998379.163829632,0.0,68149.04950539567,1.7295425066061014,1.437897229857075,1.6883621295675815,108.8,1.0,152.27261609719565,-27096109.206991866,2583024.0
1,7.0,45210612.0,2.0,16.0,71.0,38477996.90388913,26647133.83539803,1,1,2.0,77.1048920134495,4703392.879603452,1.0,534416.6236651267,0.6925291150011913,0.85108328223484,8.180900406991482,23.666666666666668,5.333333333333333,154.209784026899,11830863.068491098,5651326.5
6,5.0,20320466.0,1.0,11.0,101.0,10152969.49813794,78638422.87049946,1,0,2.0,72.423940088996,6006577.539594113,0.0,99538.91664841118,7.745361112289432,0.49964252780892976,1.690308289687995,50.5,5.5,144.847880177992,-68485453.37236153,3386744.3333333335
6,10.0,49971252.0,2.0,22.0,625.0,64855758.07901858,12721183.759532634,2,1,7.0,55.94544742982748,1890199.54157022,1.0,103603.44741057281,0.1961457847410817,1.297861353987233,34.3115752284897,208.33333333333334,7.333333333333333,391.6181320087924,52134574.31948595,4542841.090909091
7,9.0,16444816.0,4.0,1.0,39.0,93248609.1760898,500000.0,1,1,5.0,63.10174854967384,44207009.70598903,0.0,2331215.229402245,0.005362010211796237,5.670395065879407,2.109362467330476,7.8,0.2,315.50874274836923,92748609.1760898,1644481.6
6,6.0,12258447.0,4.0,7.0,46.0,19584208.62171904,130939642.30843408,0,1,7.0,37.5509425201605,80143202.99744228,0.0,416685.28982380935,6.685980432073245,1.5976091444625813,0.24436518188546666,9.2,1.4,262.85659764112347,-111355433.68671504,1751206.7142857143
4,1.0,11897502.0,1.0,7.0,74.0,58445799.93067375,26712540.508123603,1,0,1.0,34.39826730386682,47542456.04714579,0.0,779277.3324089833,0.4570480698828823,4.912442546194252,1.2293390699751925,37.0,3.5,34.39826730386682,31733259.422550146,5948751.0
7,4.0,17064329.0,2.0,7.0,774.0,14986931.985826788,7900020.540250786,0,1,5.0,50.16620009675418,12698956.481888115,0.0,19337.976755905533,0.5271272346197765,0.8782607922975463,1.1801702625748527,258.0,2.3333333333333335,250.8310004837709,7086911.445576003,3412865.8
4,8.0,19091746.0,4.0,9.0,75.0,96050784.76970844,42755016.01620419,1,1,1.0,32.937499564015766,30530172.797803547,0.0,1263826.1153909005,0.44512926857999585,5.031010769716802,3.1460936123664873,15.0,1.8,32.937499564015766,53295768.75350425,2121305.111111111
1,13.0,10666588.0,1.0,2.0,865.0,3874461.097449129,500000.0,0,2,5.0,78.90426418193796,500000.0,1.0,4473.973553636408,0.1290501719785026,0.36323337267885064,7.7489066970848635,432.5,1.0,394.5213209096898,3374461.097449129,761899.1428571428
1,5.0,19435653.0,4.0,14.0,234.0,77956563.64243022,48468443.31937319,1,1,9.0,30.0,500000.0,1.0,331730.05805289454,0.6217365213781211,4.011007998106481,155.9128154592295,46.8,2.8,270.0,29488120.323057026,3239275.5
6,1.0,18667864.0,3.0,2.0,180.0,20169358.41351198,2599323.4098063773,0,1,2.0,54.85119692508827,500000.0,0.0,111432.9194116684,0.12887486193860093,1.0804319837063308,40.338636149751665,45.0,0.5,109.70239385017653,17570035.003705602,9333932.0
7,8.0,29402632.0,3.0,10.0,230.0,10121754.955958964,500000.0,1,1,7.0,33.3546067004702,500000.0,0.0,43817.12102146738,0.04939854331358739,0.3442465494827951,20.24346942497908,57.5,2.5,233.4822469032914,9621754.955958964,3266959.111111111
3,3.0,3451550.0,3.0,8.0,15.0,37114207.80019642,58302153.87483954,2,1,3.0,79.84288661107128,78818897.1311567,0.0,2319637.987512276,1.5708849995619734,10.752907258272126,0.4708795565555536,3.75,2.0,239.52865983321385,-21187946.07464312,862887.5
3,0.0,26966904.0,4.0,0.0,57.0,27049871.320137184,500000.0,1,2,4.0,68.94174051845953,500000.0,1.0,466377.09172650316,0.018484375603790806,1.003076597782993,54.099634441005485,11.4,0.0,275.7669620738381,26549871.320137184,26966904.0
7,9.0,22946027.0,3.0,7.0,766.0,8940640.227289682,500000.0,1,1,7.0,90.20122455617074,44824961.54261576,0.0,11656.636541446782,0.05592440041927204,0.3896378156293404,0.19945672500651135,191.5,1.75,631.4085718931952,8440640.227289682,2294602.7
6,8.0,30441143.0,1.0,7.0,325.0,21019580.05305444,500000.0,2,1,6.0,76.41932668621612,500000.0,0.0,64477.23942654736,0.023787343750476083,0.6904990184683742,42.039076027956824,162.5,3.5,458.51596011729674,20519580.05305444,3382349.222222222
4,3.0,29906038.0,1.0,7.0,268.0,2629313.5910655777,45976189.83784327,0,1,3.0,36.49315686649322,29900790.30090753,0.0,9774.399966786534,17.48599805974932,0.08791915208381751,0.08793458221909246,134.0,3.5,109.47947059947967,-43346876.24677769,7476509.5
4,9.0,17810950.0,2.0,1.0,402.0,44736297.51485461,500000.0,1,0,1.0,69.97963756850152,74133968.85210592,0.0,111008.18241899407,0.011176606393440796,2.5117298629845544,0.6034520693293722,134.0,0.3333333333333333,69.97963756850152,44236297.51485461,1781095.0
3,5.0,4678308.0,1.0,10.0,234.0,76914302.30436906,500000.0,2,0,9.0,43.34277526888634,15635946.807238162,1.0,327294.9034228471,0.006500741455349019,16.44062038321305,4.91906875442268,117.0,5.0,390.08497741997706,76414302.30436906,779718.0
1,14.0,7980124.0,1.0,19.0,140.0,315268.730458996,104833282.68735535,0,2,1.0,53.74371941907897,500000.0,1.0,2235.948442971603,332.5193399782792,0.03950674086671525,0.6305361998455924,70.0,9.5,53.74371941907897,-104518013.95689636,532008.2666666667
3,8.0,37555190.0,1.0,11.0,22.0,44404383.226754114,171532832.58956206,2,1,5.0,87.1987838977188,24106898.783693835,0.0,1930625.3576849615,3.8629706407731628,1.1823767112981562,1.841978173269286,11.0,5.5,435.993919488594,-127128449.36280794,4172798.888888889
3,3.0,3378772.0,3.0,4.0,432.0,81935692.5811005,500000.0,2,1,3.0,46.37285745475191,58118807.58590022,0.0,189227.92743903116,0.006102346586046735,24.250132394541005,1.4097964940213574,108.0,1.0,139.11857236425573,81435692.5811005,844693.0
6,8.0,15432253.0,3.0,26.0,545.0,78036680.47644053,500000.0,2,1,6.0,63.30775529491893,500000.0,1.0,142924.32321692407,0.006407243241768952,5.056726028254883,156.07304880678345,136.25,6.5,379.84653176951355,77536680.47644053,1714694.7777777778
0,11.0,9108576.0,3.0,12.0,758.0,77395078.89541751,500000.0,2,2,2.0,69.41029416534926,500000.0,1.0,101969.8009162286,0.006460358987620924,8.496945120562467,154.7898482111386,189.5,3.0,138.8205883306985,76895078.89541751,759048.0
6,9.0,4093348.0,4.0,8.0,334.0,5189469.821696907,23725082.64918316,2,0,2.0,34.831239044770726,2939147.1215947587,0.0,15490.95469163256,4.571773011997645,1.2677809348034843,1.7656373911775298,66.8,1.6,69.66247808954145,-18535612.827486254,409334.8
2,2.0,43211269.0,3.0,10.0,293.0,108703061.0406221,75545506.06576559,1,2,3.0,30.0,500000.0,1.0,369738.30285925884,0.6949712790752334,2.5156182875583637,217.40568726986967,73.25,2.5,90.0,33157554.97485651,14403756.333333334
3,7.0,3544306.0,1.0,2.0,391.0,2256835.042612854,500000.0,1,0,4.0,72.65684828515093,500000.0,0.0,5757.232251563403,0.2215491026194019,0.6367493116744272,4.513661057903592,195.5,1.0,290.6273931406037,1756835.042612854,443038.25
4,3.0,7474467.0,4.0,2.0,124.0,28977336.23666854,1266379.312231835,2,0,7.0,70.39470614648961,13930532.20959897,0.0,231818.68989334832,0.04370240446487028,3.876842637719305,2.080131162294737,24.8,0.4,492.76294302542726,27710956.924436703,1868616.75
0,2.0,45563764.0,4.0,2.0,99.0,22241294.92680404,23453879.864730246,0,1,4.0,87.28671660662391,500000.0,1.0,222412.9492680404,1.0545194822242738,0.48813558157022446,44.4825008886063,19.8,0.4,349.14686642649565,-1212584.9379262067,15187921.333333334
6,3.0,34970306.0,1.0,4.0,372.0,17682032.1729157,500000.0,0,1,2.0,72.64111870678252,12448506.918179903,0.0,47404.9119917311,0.028277291141262567,0.5056298811707801,1.420413778834708,186.0,2.0,145.28223741356504,17182032.1729157,8742576.5
0,11.0,45574347.0,1.0,3.0,840.0,79461918.72309637,5942882.261287296,2,0,3.0,36.23941036357962,15026223.614192937,1.0,94485.04009880662,0.07478905974077468,1.7435667696901855,5.288215820229458,420.0,1.5,108.71823109073887,73519036.46180907,3797862.25
4,7.0,36346795.0,4.0,2.0,415.0,5631158.126345084,73942840.54134862,1,0,1.0,38.72360513590039,4847300.915052404,0.0,13536.437803714145,13.131015991967072,0.15492859745725823,1.1617097975388244,83.0,0.4,38.72360513590039,-68311682.41500354,4543349.375
6,3.0,46869535.0,1.0,22.0,307.0,33885670.518739544,500000.0,1,2,3.0,91.66725240153464,30265204.408204988,1.0,110018.41077512839,0.014755499229917538,0.7229785786387888,1.119624666732083,153.5,11.0,275.0017572046039,33385670.518739544,11717383.75
4,2.0,1702726.0,2.0,8.0,752.0,4411222.21775008,6185389.011371777,0,0,1.0,65.75416739951241,50464530.368706286,0.0,5858.196836321487,1.4021936107161226,2.5906808418202565,0.08741232897855733,250.66666666666666,2.6666666666666665,65.75416739951241,-1774166.7936216975,567575.3333333334
5,7.0,41590693.0,1.0,15.0,104.0,21017076.98693321,500000.0,0,0,3.0,30.0,500000.0,1.0,200162.63797079248,0.023790176746304185,0.505331240371541,42.034069905726604,52.0,7.5,90.0,20517076.98693321,5198836.625
7,14.0,17860268.0,1.0,11.0,532.0,71637686.71424833,500000.0,0,0,4.0,81.7310450571238,500000.0,1.0,134404.66550515633,0.006979566425907307,4.011008272845629,143.2750868783229,266.0,5.5,326.9241802284952,71137686.71424833,1190684.5333333334
0,7.0,6540152.0,4.0,27.0,588.0,5448592.769552494,8095442.5740104,2,2,9.0,45.03932840977956,13279668.728811454,1.0,9250.581951702028,1.48578567542489,0.833098670559006,0.4102958040990489,117.6,5.4,405.353955688016,-2646849.8044579057,817519.0
2,10.0,38018062.0,4.0,4.0,850.0,51329480.4051126,500000.0,2,0,2.0,30.0,500000.0,1.0,60316.66322574924,0.00974099068045909,1.3501340245849085,102.65875549271422,170.0,0.8,60.0,50829480.4051126,3456187.4545454546
6,8.0,38632572.0,3.0,5.0,463.0,38271615.81331831,39136413.886318006,0,1,1.0,45.20134178200436,21797272.19745794,0.0,82481.93063215153,1.022596303605829,0.9906566620172649,1.75579832700274,115.75,1.25,45.20134178200436,-864798.0729996935,4292508.0
7,3.0,11797629.0,3.0,7.0,467.0,53633939.9300004,65761713.70072485,1,0,3.0,80.79429139794003,25779446.54471829,0.0,114602.4357478641,1.2261212314521666,4.5461622317364085,2.0804922152410112,116.75,1.75,242.3828741938201,-12127773.770724446,2949407.25
1,12.0,34689049.0,3.0,0.0,750.0,36922088.9522106,10470635.07370126,0,2,8.0,30.0,500000.0,1.0,49163.900069521434,0.28358728033146896,1.0643730212332305,73.84403021636076,187.5,0.0,240.0,26451453.878509335,2668388.3846153845
7,3.0,42928721.0,1.0,1.0,681.0,41470719.86552938,4918582.776825503,1,1,1.0,30.0,723168.829044313,1.0,60807.507134207306,0.11860374438086627,0.966036675061731,57.345755035624165,340.5,0.5,30.0,36552137.08870388,10732180.25
3,7.0,16110487.0,4.0,3.0,756.0,10186585.489269646,154784309.96015674,1,0,1.0,51.534083340805694,60844791.85977016,0.0,13456.519800884606,15.19491442233407,0.6322952780368692,0.16741918265293157,151.2,0.6,51.534083340805694,-144597724.4708871,2013810.875
7,3.0,11052700.0,1.0,4.0,635.0,71334177.56926419,41455445.24895543,1,0,6.0,68.43829552730949,21132740.811427478,0.0,112160.65655544684,0.5811442155838795,6.454004099926722,3.3755287508736993,317.5,2.0,410.62977316385695,29878732.32030876,2763175.0
