Startup_Name,Industry,Startup_Age,Funding_Amount,Number_of_Founders,Founder_Experience,Employees_Count,Revenue,Burn_Rate,Market_Size,Business_Model,Product_Uniqueness_Score,Customer_Retention_Rate,Marketing_Expense,Startup_Status
Startup_F_15,Tech,6,25336228,3,4,208,47424941.70608987,18938175.29926438,Medium,B2B,3,85.41300288458449,8455432.68139491,0
Startup_F_16,Logistics,8,23297019,2,3,580,64256673.26942918,26389384.87489808,Medium,B2C,5,46.8268913732434,5936465.101428783,0
Startup_F_17,Logistics,5,25566789,4,6,243,41775810.41158044,25482692.942031845,Small,B2C,7,72.30420983867313,25933670.59670698,0
Startup_F_18,Logistics,3,32966443,3,1,253,69289398.7391957,35934933.953685194,Large,B2C,3,36.594676332930746,22088810.802805953,0
Startup_F_19,Finance,6,30999852,3,5,402,81281848.4286974,40184833.39943262,Small,B2C,5,38.474074843000594,29939964.695769295,0
Startup_F_20,Health,4,1667538,3,7,575,34450796.90092942,42231926.18361552,Medium,B2C,5,29.782324838767323,19838904.541267794,0
Startup_F_21,Tech,9,39161887,1,2,455,29326119.37854895,20408711.288985834,Large,B2B,2,77.39118375798985,5081417.600939706,0
Startup_F_22,Health,3,39427123,2,10,402,67752480.2531219,17511235.952980697,Large,B2C,2,41.26541018014987,16966471.991396435,0
Startup_F_23,Logistics,4,19839840,4,9,18,64434877.146493755,14894417.485843763,Medium,B2C,7,38.877330356092166,18617101.046279933,0
Startup_F_24,Logistics,7,30811197,2,6,622,3015526.0061443527,47006700.45420274,Large,B2B,1,46.642632247588864,4977160.57354813,0
Startup_F_25,Health,7,28112999,2,2,724,34788658.25107098,14135023.723498985,Large,B2B,6,63.404160262647736,16583310.43859694,0
Startup_F_26,Health,4,5261663,4,8,162,46449052.349249326,50299678.0216023,Small,B2B,7,69.58781877955613,14671432.811510475,0
Startup_F_27,Health,6,36855044,2,8,119,11195059.102974718,15141221.840046547,Large,B2C,2,46.76374975337626,18006321.81063016,0
Startup_F_28,Logistics,3,38565200,1,1,275,65155052.84093119,23109820.237468675,Small,B2C,3,57.05269594236428,6297588.190801272,0
Startup_F_29,Logistics,6,19103047,4,1,382,9283454.57587876,40627073.78450837,Large,B2B,2,46.9416170565512,12349985.84006178,0
Startup_F_30,Tech,2,31144809,4,1,161,65771760.002556846,46622446.39740772,Small,B2B,1,41.60086875959864,19743153.30711149,0
Startup_F_31,Tech,8,27071176,3,4,604,24143444.05292242,18285072.194704782,Small,B2C,4,33.90825637027264,20711975.509855695,0
Startup_F_32,Logistics,2,10279863,2,4,424,50512946.186860844,48535478.63904844,Large,B2B,3,44.157269386777685,5831203.207590165,0
Startup_F_33,Health,7,32013300,4,8,655,8727002.678762997,15583590.6055597,Small,B2B,4,71.91004678283335,15611744.538414406,0
Startup_F_34,Health,9,36435829,4,1,335,60746612.452509634,33747612.7810928,Medium,B2B,3,51.19206754955652,25071521.691666253,0
Startup_F_35,Tech,1,38465683,1,10,681,74969810.14622658,40077721.14197411,Medium,B2B,6,81.84831658212352,30005937.232909594,0
Startup_F_36,Logistics,8,27846488,3,3,560,91201036.82236357,19252924.841572866,Large,B2C,6,81.64221959652977,23097091.9386059,0
Startup_F_37,Tech,7,28644667,4,11,185,26142990.642674845,31341896.710725807,Large,B2C,6,28.175905955814642,19502622.011526514,0
Startup_F_38,Tech,6,1762557,1,1,534,67081609.73356876,13914014.050370049,Large,B2C,1,26.252708449301323,8320769.706483485,0
Startup_F_39,Finance,6,23044598,4,9,324,56085556.660643645,40460167.15471809,Medium,B2B,2,80.49572279771108,9691346.286867032,0
Startup_F_40,Finance,6,25944791,4,10,76,79665531.7231347,51082253.18085676,Large,B2C,4,34.091305488759346,12040349.578190317,0
Startup_F_41,Finance,9,9971541,4,9,769,30998899.83488984,2591571.020985119,Large,B2C,4,57.30805438204377,24416929.612815607,0
Startup_F_42,Health,2,8188106,1,7,562,32206336.166569885,14815291.912628502,Small,B2B,2,52.397807312638626,14280015.851797592,0
Startup_F_43,Logistics,1,1321199,2,8,193,32732113.581046253,8733532.187434653,Large,B2B,1,84.70369697182923,8016936.889088065,0
Startup_F_44,Logistics,6,23139911,4,1,44,30276218.910506364,33850943.77109169,Medium,B2C,2,65.30892976750276,16613869.062492775,0
Startup_F_45,Logistics,8,27092326,4,5,514,21688199.461246327,40746317.4289953,Medium,B2B,5,40.879709397810686,22769423.26185243,0
Startup_F_46,Logistics,3,4829994,2,2,85,57516041.36806257,7254869.489005444,Large,B2B,5,25.607729875271232,21502527.062795296,0
Startup_F_47,Finance,1,27577570,4,1,481,8401784.438339047,16079803.295807835,Medium,B2C,6,42.4249139692971,15337571.474177098,0
Startup_F_48,Health,9,32638829,3,3,591,63474303.93090657,16932100.631119236,Small,B2C,5,38.881777007928676,19379959.186704714,0
Startup_F_49,Health,1,32625253,4,7,755,63438338.66439542,42838793.55945541,Small,B2C,4,56.25735571852444,20449429.906856883,0
Startup_F_50,Finance,3,14329543,3,1,532,12675566.821560055,6040838.470342401,Large,B2B,6,85.53545471617724,19722358.167859588,0
Startup_F_51,Health,8,25169269,2,11,292,51854508.96526189,41890202.87942904,Large,B2B,4,39.077607074097784,4389448.647176155,0
Startup_F_52,Finance,3,17806308,1,2,545,89783209.54633968,51380231.62248916,Small,B2B,1,50.84400765330244,21233224.728993982,0
Startup_F_53,Logistics,4,6113050,2,2,283,67560519.2508372,13238884.75124129,Small,B2B,3,50.15971238026725,11005763.100429019,0
Startup_F_54,Finance,8,35211623,4,4,548,9271457.621038232,37408408.65384415,Large,B2B,2,39.12801062366453,6234168.313697768,0
Startup_F_55,Logistics,1,15992929,3,3,63,46832033.9829837,13000496.76752017,Medium,B2B,7,78.48436868868896,23957539.56295141,0
Startup_F_56,Logistics,6,32530062,1,3,64,35231612.76592227,47920265.764184475,Large,B2C,7,37.703586350436524,27702260.107362427,0
Startup_F_57,Tech,1,21858750,4,10,754,21599095.66108695,24323575.594463266,Large,B2C,7,55.56562834563584,17572995.50866383,0
Startup_F_58,Finance,1,11279184,1,5,286,34319191.068132505,24754627.846910823,Large,B2B,3,42.49206164229643,11478542.500777036,0
Startup_F_59,Tech,8,38064366,1,3,452,38209938.50377573,35477520.53012666,Large,B2C,4,63.18816514418093,19150220.3925656,0
Startup_F_60,Finance,4,17382927,4,11,427,30246786.86896207,31157750.69045002,Large,B2C,2,86.87936183168564,557730.816423147,0
Startup_F_61,Finance,1,17984796,2,7,641,24253588.39014663,29580667.736663524,Large,B2C,4,35.84305994093274,13711787.37089336,0
Startup_F_62,Tech,7,30908080,4,5,234,21598000.82734945,50353587.773179054,Large,B2B,1,52.93641214681156,13574412.71020013,0
Startup_F_63,Tech,5,21549596,4,4,579,58735876.817468464,17442350.19337295,Medium,B2C,6,26.326880068019857,25382108.70261594,0
Startup_F_64,Finance,5,9865465,2,3,264,12019827.529754579,16401254.929018622,Large,B2C,2,71.71873898860875,23540182.48077973,0
Startup_F_65,Health,1,31473044,3,4,185,14951633.820698267,32997042.818944346,Small,B2B,4,55.67748520905438,10451718.18811104,0
Startup_F_66,Logistics,6,27825924,4,2,575,9301293.331901077,19650715.19058988,Large,B2B,5,60.42564629469897,3815442.7301467587,0
Startup_F_67,Tech,9,38486327,1,1,155,37077576.268521145,21057160.743569456,Medium,B2B,7,51.72365190342628,3948545.951797408,0
Startup_F_68,Logistics,9,20878002,4,3,780,42011672.924834564,42149945.84711431,Small,B2C,5,76.5924081311905,16653721.221981155,0
Startup_F_69,Health,8,3651788,4,11,673,23693456.77477036,31839858.935241826,Large,B2C,4,56.67600656084492,23757997.98174066,0
Startup_F_70,Health,5,1209720,1,2,394,52293450.46623905,32670842.008989863,Large,B2C,3,51.706727456032944,27334268.277347323,0
Startup_F_71,Health,1,19995438,2,1,271,29933767.8026281,17674001.62125368,Small,B2B,6,74.15636375521123,28281061.361116096,0
Startup_F_72,Tech,9,15383405,3,1,540,57652882.20198964,500000.0,Large,B2B,1,64.64686647216165,16027454.528875066,0
Startup_F_73,Health,1,21768135,3,2,380,13854058.094129497,33004812.303582467,Medium,B2B,1,42.154209082650574,10858090.353658581,0
Startup_F_74,Tech,8,26079305,1,9,692,19537122.041407272,8047787.1031531915,Large,B2C,7,47.268814371849516,4578951.159013737,0
Startup_F_75,Health,5,13525800,2,5,206,15770210.249543028,24919798.34498639,Medium,B2C,4,34.42417327988558,4749373.961868605,0
Startup_F_76,Logistics,3,11520770,4,9,594,48280174.22262464,29213035.619988028,Large,B2C,1,52.20452524906231,13384540.424578726,0
Startup_F_77,Logistics,7,26060248,4,8,606,51580828.1605528,46426354.95433333,Small,B2B,2,55.288063836462655,24657548.702743668,0
Startup_F_78,Finance,7,14361840,4,11,293,84801100.04166545,16594736.00898993,Medium,B2B,1,39.62801787510112,26774724.906260896,0
Startup_F_79,Logistics,9,28127984,4,6,311,65454460.87859097,14763855.754978724,Large,B2C,5,66.22822505871359,14555939.575594462,0
Startup_F_80,Finance,7,30397621,4,1,141,43204218.145595655,40029057.28379548,Large,B2C,4,69.4233177793452,7914425.522278903,0
Startup_F_81,Logistics,3,8016611,1,10,129,40292661.98290795,46163601.30175661,Small,B2C,2,42.62872062376537,10446347.956339756,0
Startup_F_82,Tech,1,38391910,4,5,737,34273213.57662109,28599893.93679421,Small,B2B,7,40.938306112146606,17854055.840873107,0
Startup_F_83,Logistics,8,38578969,4,1,145,58377641.03479876,42111484.6734682,Medium,B2C,1,87.14148855018013,4428672.191453548,0
Startup_F_84,Finance,3,3780877,2,7,637,16761716.970980719,20745003.430897925,Medium,B2B,7,77.86256339218363,18141107.905899655,0
Startup_F_85,Finance,8,4031863,4,10,582,64753707.542448156,7065324.640893218,Medium,B2C,5,40.82324383989295,22975247.72051818,0
Startup_F_86,Health,8,36150208,3,11,538,60304201.21390205,4239778.32892782,Large,B2C,6,57.432992673089984,15624744.170370804,0
Startup_F_87,Tech,5,11457143,1,8,43,25411303.786978066,33562184.937308006,Large,B2C,3,65.38042022780357,13157065.643831598,0
Startup_F_88,Logistics,1,33586627,1,8,541,31294014.159083176,11794379.812616123,Medium,B2C,1,63.010117903059715,1672026.3820437037,0
Startup_F_89,Health,7,22603101,1,7,217,46170260.38797684,3490768.217283465,Large,B2C,7,58.67643376004305,28875955.349946927,0
Startup_F_90,Logistics,5,37799243,3,2,683,21951139.653090954,10491176.760740653,Small,B2C,5,65.95547436449212,25394702.410179324,0
Startup_F_91,Logistics,8,20811148,4,5,308,41319248.568849966,52488820.24859889,Large,B2C,6,65.089068152319,11764117.402569732,0
Startup_F_92,Health,9,1621747,1,4,531,46591025.82035031,27025991.841382347,Medium,B2C,6,45.96840804100886,17449467.52225471,0
Startup_F_93,Health,7,39177622,3,5,103,9242460.133884089,42341951.77156986,Large,B2C,5,75.59266006597377,3350848.383339162,0
Startup_F_94,Health,7,38916294,2,10,423,44250007.835561156,49353622.53557778,Small,B2C,5,94.10656121665511,7259548.67414961,0
Startup_F_95,Health,1,35537493,4,9,380,84172010.42255619,12225516.767693846,Medium,B2B,7,55.37890944024733,5146394.302668696,0
Startup_F_96,Health,4,34850844,3,4,418,6262826.949371874,53872976.74638261,Medium,B2B,5,67.45297011036726,13381574.968808671,0
Startup_F_97,Logistics,2,11774240,4,8,392,11907412.009587934,42075422.50753656,Medium,B2C,3,44.95747886508393,9212697.621841364,0
Startup_F_98,Health,2,12275833,2,8,450,8657443.282323994,47102156.94451067,Medium,B2C,4,46.71457765323086,20909947.079096578,0
Startup_F_99,Tech,2,29398684,3,2,456,53342368.061385825,6147802.20693372,Large,B2B,5,90.73281225804934,12078156.61251275,0
Startup_F_100,Finance,4,32601658,4,6,628,66645509.37352562,13660568.043595422,Small,B2B,4,38.23034379464596,21768164.664439633,0
Startup_F_101,Health,1,15857318,3,5,626,21230969.91371144,7496138.766011021,Large,B2B,6,32.93873335657062,16049045.056486754,0
Startup_F_102,Health,4,12084171,1,2,80,79675697.57772988,42638901.10299958,Large,B2C,3,50.962502269052244,14807870.848876476,0
Startup_F_103,Logistics,2,27966655,4,10,93,58892989.25222696,27978242.904784087,Medium,B2C,7,58.94009759044655,28679030.52905962,0
Startup_F_104,Health,5,36148794,3,4,218,77841427.93107353,8328580.2666442245,Small,B2C,6,74.05377571754934,22577976.008254096,0
Startup_F_105,Health,3,29906038,1,7,268,2629313.5910655777,13948033.053248718,Large,B2C,3,36.49315686649322,14943355.850767769,0
Startup_F_106,Health,8,9151496,2,1,248,23969311.848650366,44926150.331711456,Small,B2B,6,37.69466158028243,25406419.78999761,0
Startup_F_107,Logistics,4,22817576,4,9,311,75490743.63907638,3580371.240174695,Small,B2B,2,46.469373791257624,20869560.706444327,0
Startup_F_108,Health,1,33285676,4,10,241,48940242.871568784,1966409.6120675174,Small,B2B,2,49.66147440138411,9081742.209471047,0
Startup_F_109,Finance,1,8451062,2,1,291,96438806.02827542,21110122.956507493,Small,B2B,5,67.49970938311708,1688005.152493628,0
Startup_F_110,Logistics,3,26482614,1,5,403,85868179.59135063,49933382.295010164,Large,B2C,4,67.85913549499716,11029667.62214109,0
Startup_F_111,Finance,9,11304803,2,7,427,8281926.388914964,34873632.28727295,Small,B2B,6,51.24247481094318,19582755.84151065,0
Startup_F_112,Logistics,7,21324696,4,8,215,30922409.687962912,38319370.31169827,Large,B2B,3,36.425601577741034,23922353.04263229,0
Startup_F_113,Health,2,26211536,3,2,273,61371537.450401664,45596536.53139071,Small,B2C,1,82.0408918983277,25590488.845016662,0
Startup_F_114,Finance,9,5528268,1,4,320,50287108.67452171,18381102.109291904,Small,B2C,2,37.84314024232639,4194830.088203437,0
Startup_F_115,Logistics,2,19999710,1,2,706,16306116.6852408,35239828.884123415,Large,B2C,2,46.91807952500787,13592588.243941747,0
Startup_F_116,Tech,3,11052700,1,4,635,71334177.56926419,45580172.97936596,Medium,B2B,6,68.43829552730949,26554733.635336757,0
Startup_F_117,Health,2,30696625,2,6,88,41332064.69950555,7655358.369685455,Large,B2B,7,45.749870830796866,17868536.392446443,0
Startup_F_118,Logistics,3,18264923,2,6,351,57593085.53906506,50508872.48871435,Small,B2C,1,59.53867217700419,17516881.96438167,0
Startup_F_119,Tech,6,17869307,3,2,571,17286905.327880856,9814146.304177038,Large,B2C,4,54.11628744764975,12778661.68367376,0
Startup_F_120,Logistics,9,31590606,3,11,104,78292050.65027066,35570160.12796569,Small,B2C,4,54.662094771655795,17637956.291430347,0
Startup_F_121,Tech,9,35447582,1,4,779,54625360.095462896,49966661.94484534,Large,B2C,4,52.51132486543192,17985621.35649413,0
Startup_F_122,Health,7,16090407,3,4,360,67674430.20676252,21044242.66749798,Large,B2B,5,90.19459570179035,10677580.075579252,0
Startup_F_123,Finance,3,16974862,2,1,71,18471886.56787831,42132050.58156591,Large,B2C,5,55.763918713325424,15909336.771873554,0
Startup_F_124,Tech,4,9924435,3,2,151,72193737.53931662,24205651.980332367,Medium,B2B,7,64.47254100801372,16746361.882150782,0
Startup_F_125,Logistics,6,34338507,2,3,743,29055688.72581379,19389697.8099118,Large,B2C,6,78.32615325895124,7988682.771189585,0
Startup_F_126,Health,5,27098020,3,11,120,46653628.339855075,39890299.93648426,Large,B2C,1,57.17708130508125,22502380.570918854,0
Startup_F_127,Tech,2,23295574,4,5,625,46242519.055028364,28429628.212974165,Medium,B2B,6,61.07665024734197,18822422.88331636,0
Startup_F_128,Logistics,6,26587567,2,11,536,64155226.50239772,45119366.245774,Medium,B2C,3,65.34628867140215,15226471.312458426,0
Startup_F_129,Logistics,3,25001805,4,8,791,54959337.297419384,5403099.769131026,Small,B2C,1,65.71709884364793,23125711.208874222,0
Startup_F_130,Logistics,8,27729306,2,6,680,52391960.10118549,43817581.87421017,Small,B2C,3,66.92091378119656,25815033.545730263,0
Startup_F_131,Tech,2,36079500,3,3,166,23478930.701075096,46647959.11334398,Large,B2B,1,42.151030342524905,2575553.434751187,0
Startup_F_132,Tech,1,30780052,4,6,548,89731627.34780332,43303244.90872419,Small,B2B,5,73.36359265855037,20312770.16035381,0
Startup_F_133,Tech,9,15297708,3,7,606,30742522.567678064,31520515.85386334,Large,B2C,4,55.7633905968484,11327380.146914504,0
Startup_F_134,Finance,3,30300601,2,6,18,6308320.619490271,27176015.640596405,Medium,B2C,2,68.97838074708609,16597072.805286575,0
Startup_F_135,Tech,1,30140356,4,10,285,79858548.07797128,11568142.756218646,Medium,B2B,7,40.374327441436606,14614244.63686062,0
Startup_F_136,Tech,7,8716492,1,6,236,51387765.23033555,20759110.715350956,Large,B2B,1,79.03057247126402,15284639.10067248,0
Startup_F_137,Tech,5,12472170,3,1,195,29915936.486219477,21699210.7412912,Small,B2B,1,32.01956312120022,18832856.64427763,0
Startup_F_138,Finance,5,22349746,2,3,600,86666377.3460024,29307461.984190803,Small,B2C,7,66.01767412222023,17003498.68260935,0
Startup_F_139,Tech,1,7158382,4,7,225,43271898.92131589,9375142.956510283,Small,B2C,2,61.91410014842171,23838973.115282312,0
Startup_F_140,Logistics,9,28873254,3,4,442,84565643.99665979,34616786.653128475,Large,B2C,7,75.4583507986947,11326818.488348782,0
Startup_F_141,Tech,7,16049125,4,4,578,54975337.36501067,23831399.61371409,Small,B2C,1,61.55010721151609,21722617.672473323,0
Startup_F_142,Logistics,8,36886559,3,7,665,33793210.54797803,42508613.56493081,Medium,B2B,7,30.25851917166849,2882606.9539778405,0
Startup_F_143,Logistics,9,33026685,3,9,365,46235346.22184481,3579017.241252288,Medium,B2B,4,64.97420518645288,16388172.339316906,0
Startup_F_144,Logistics,6,36480684,3,11,401,18857232.748194218,5543918.501897591,Medium,B2B,6,53.536118519302455,29033439.635339256,0
Startup_F_145,Finance,5,3074278,4,2,588,2966434.8180799573,44514599.12637518,Medium,B2C,2,67.57469272904709,18939191.66586061,0
Startup_F_146,Finance,6,22761142,4,9,284,4397557.474862853,35108143.94784341,Medium,B2B,2,78.84976613248372,16441136.188362721,0
Startup_F_147,Finance,2,11533873,3,3,503,1900460.9740206492,49406952.855018765,Medium,B2C,4,35.98725342165501,10827659.793921597,0
Startup_F_148,Tech,4,22111381,1,6,626,20548733.03380445,27659335.517184343,Medium,B2B,4,65.16011041605613,15579775.55606955,0
Startup_F_149,Logistics,3,35832775,1,4,460,16162482.372974893,36824568.568782315,Medium,B2C,2,72.84787814489562,17424899.05157619,0
Startup_F_150,Finance,7,32849424,1,1,429,21234615.982074443,24317722.02972334,Medium,B2C,4,54.04327466143951,23701166.73716597,0
Startup_F_151,Finance,9,37586547,2,9,709,23203425.99561342,41608135.27153969,Large,B2B,6,84.1587146019809,12407625.781007351,0
Startup_F_152,Tech,5,1690778,1,11,173,39294734.99596346,46941952.860277764,Large,B2B,4,63.54727580276591,10165388.300147526,0
Startup_F_153,Finance,6,38598496,4,6,788,24767988.806730434,35740066.56297308,Medium,B2B,6,44.46449901631583,19753455.34704839,0
Startup_F_154,Tech,2,26343981,1,8,572,1732711.752368536,40966426.237510934,Medium,B2B,4,41.98764709818053,6492032.989961044,0
Startup_F_155,Health,3,27919721,4,2,647,65425621.92283491,29474522.277253207,Medium,B2B,2,54.36827005125677,29852464.822536044,0
Startup_F_156,Finance,3,24411915,2,7,601,52088810.9496416,22234887.597088616,Small,B2B,1,40.681673119792656,25850672.015744623,0
Startup_F_157,Health,9,23736538,4,6,192,92398910.88547528,10099974.233745478,Large,B2C,3,40.78808228416618,24803517.158176187,0
Startup_F_158,Tech,7,7036207,4,2,319,25381656.136664893,39584928.38635661,Medium,B2B,2,36.99943390258421,15766306.859750668,0
Startup_F_159,Logistics,8,27395783,4,2,26,69525470.31944337,1528381.175208205,Large,B2C,7,53.665452847501115,28152084.409698088,0
Startup_F_160,Finance,9,14327766,1,4,455,54228633.64038612,16498011.12032333,Medium,B2C,3,63.57875772719727,22625920.76043483,0
Startup_F_161,Tech,6,13344700,3,4,179,54104202.39057958,47271298.55545251,Small,B2C,4,34.08732274705981,25461435.19030635,0
Startup_F_162,Logistics,4,9181311,4,3,289,3464087.6492309896,14042923.729877176,Medium,B2B,4,69.86039748978578,21252133.117253713,0
Startup_F_163,Logistics,1,32959674,1,8,349,15104163.467965072,5240481.816214915,Large,B2B,1,74.36358189909224,8678172.361289548,0
Startup_F_164,Health,8,2658332,1,7,735,21262546.624664437,39896801.05103806,Large,B2B,4,90.76413939470473,26979611.656603303,0
Startup_F_165,Tech,7,22228657,1,2,719,70878891.42749542,12089802.678120185,Large,B2B,7,81.08245558107016,16666143.330459284,0
Startup_F_166,Logistics,2,31464527,3,3,528,38398771.11457288,32753787.359912515,Large,B2B,3,82.77821559829479,15635394.901993662,0
Startup_F_167,Finance,8,18548495,3,10,20,31531710.51745169,15827645.010057725,Medium,B2B,2,50.22776460881758,18569215.52243824,0
Startup_F_168,Finance,5,31427511,3,9,533,19373384.977942195,8171000.401164918,Small,B2C,2,44.78148266949303,23507265.17498399,0
Startup_F_169,Health,7,5074999,3,5,631,50442785.89379156,48131487.18639406,Small,B2C,7,55.07432122059923,5994736.139954571,0
Startup_F_170,Logistics,4,35217863,2,2,142,65254712.35442658,21871036.549963266,Medium,B2C,6,56.93092621627769,13170048.827470738,0
Startup_F_171,Tech,5,9966309,3,3,649,37172948.05563494,27285852.994075935,Medium,B2C,1,71.2958051627235,8790064.621316604,0
Startup_F_172,Finance,8,33138789,3,8,157,80438518.52222714,42555490.719383314,Large,B2C,7,41.11300463320933,9647225.555102102,0
Startup_F_173,Logistics,1,11193756,3,4,575,69142762.75815418,5955639.108558138,Medium,B2B,3,60.96106284548408,10612891.034704657,0
Startup_F_174,Logistics,1,14701736,4,2,88,49888025.304368176,38965962.93572301,Small,B2B,4,66.50629803517947,8421035.504724465,0
Startup_F_175,Health,4,4892825,4,2,355,55710028.93261456,32690137.93888458,Medium,B2C,5,53.27370397863405,13432143.321932156,0
Startup_F_176,Finance,3,23130590,3,6,618,73749678.06641787,37346709.802486755,Medium,B2C,1,54.531339466945376,26312213.87759668,0
Startup_F_177,Finance,2,37425515,2,8,258,21646985.1609096,39829723.379026726,Small,B2C,1,47.211175224285284,1143792.6365481592,0
Startup_F_178,Tech,3,9998331,4,7,648,8891299.432661807,2541654.046374359,Small,B2B,5,74.95347846355187,28997116.672910016,0
Startup_F_179,Finance,1,9671734,1,4,551,5536469.415372181,29825421.16584921,Medium,B2B,7,54.98824932788088,25927875.314146027,0
Startup_F_180,Tech,1,24319440,4,2,33,12507645.638955016,3041587.5536182425,Large,B2B,2,60.75487011268554,6038658.220731183,0
Startup_F_181,Finance,6,3644046,1,9,480,69324326.61041011,30452576.507832628,Large,B2B,6,43.79502825002125,14356041.441734862,0
Startup_F_182,Health,5,13537769,4,4,210,3220122.8493522154,20491606.193139765,Large,B2B,2,60.65126160287056,3913037.2995318156,0
Startup_F_183,Finance,8,4763302,3,9,140,13626405.318908373,5855399.363892732,Small,B2B,2,35.113213626697686,11188786.057444293,0
Startup_F_184,Tech,2,2983438,4,5,643,66306772.33657026,6965204.80748677,Small,B2B,5,42.28745201069898,10788189.834249476,0
Startup_F_185,Tech,4,22971167,3,11,365,40802910.984525815,13353317.985574307,Large,B2C,4,46.175711847699205,3565971.467434128,0
Startup_F_186,Health,8,17290309,3,11,159,47104554.497186996,31192824.671352915,Medium,B2C,4,37.248857711443236,23003556.045120873,0
Startup_F_187,Finance,6,18160825,4,7,535,34526889.15352098,12690916.689119697,Medium,B2B,6,66.55985293118633,15382781.76014239,0
Startup_F_188,Finance,1,36307745,1,5,313,7048486.295308845,41004097.329878226,Medium,B2C,6,41.935933639015154,7889970.631138124,0
Startup_F_189,Health,4,38036023,1,2,550,60125732.42484376,34272943.56112519,Small,B2B,3,80.54620333598504,10674703.079344962,0
Startup_F_190,Finance,1,3803005,4,6,59,46240611.976037085,32249607.368355993,Small,B2C,3,36.05777658703602,13993080.186036061,0
Startup_F_191,Finance,2,6256583,3,7,473,41241026.95126417,42338206.18500584,Large,B2B,2,33.97888111715203,7518532.91485009,0
Startup_F_192,Tech,5,14553496,1,11,249,5500598.05516616,3016307.1576801282,Medium,B2B,5,82.25042780406991,13518879.774140842,0
Startup_F_193,Finance,8,12434079,2,6,491,42766779.597670265,46541730.29108659,Small,B2C,6,29.298575017617704,10981092.769564148,0
Startup_F_194,Finance,8,37598653,3,3,464,18059548.871424004,22832673.288896844,Small,B2B,1,23.503643153713526,6020403.58719999,0
Startup_F_195,Health,3,39652659,4,10,292,37783332.989525564,8851848.29762278,Large,B2C,4,41.49500719719131,2024768.91569291,0
Startup_F_196,Health,4,12592789,3,8,344,57900742.905934915,37246566.43619447,Medium,B2B,7,81.32690124424613,4885875.932177422,0
Startup_F_197,Logistics,6,2661342,2,3,361,36861272.718054876,19289237.908559896,Small,B2C,5,64.66905331546673,12883207.373525359,0
Startup_F_198,Tech,3,17230378,2,5,677,36842055.70895847,30328875.339623142,Small,B2B,6,47.43207639719384,23704702.07775912,0
Startup_F_199,Finance,2,10208201,1,9,658,91610524.69157545,33879457.646609776,Small,B2C,3,76.58277535774737,24307606.946124133,0
Startup_F_200,Finance,6,29498615,2,11,336,47753415.86392734,7696349.172864491,Small,B2B,6,63.21364917324361,5768811.659477541,0
Startup_F_201,Logistics,5,28639416,3,5,345,39211816.16397294,40137099.576095365,Medium,B2C,4,78.76415451487853,9153526.785995848,0
Startup_F_202,Finance,5,39773339,1,7,675,32478194.3533483,3989973.346350952,Large,B2C,6,25.064099695592994,10830881.686418962,0
Startup_F_203,Tech,5,37471365,2,11,90,19133741.80712859,19439608.183961,Medium,B2C,4,71.90850346461389,9099074.163876818,0
