Startup_Name,Industry,Startup_Age,Funding_Amount,Number_of_Founders,Founder_Experience,Employees_Count,Revenue,Burn_Rate,Market_Size,Business_Model,Product_Uniqueness_Score,Customer_Retention_Rate,Marketing_Expense,Startup_Status
Startup_F_561,Finance,2.0,11603512.0,2.0,2.0,239.0,78026466.05996737,29095225.04544483,Large,B2C,4.0,54.12595396568386,17881719.254367117,0.0
Startup_F_1762,Finance,1.0,8185180.0,4.0,5.0,261.0,36124859.831408985,48848250.129271336,Large,B2B,2.0,67.5159319454905,7441174.265114935,0.0
Startup_3246,AI/ML,12.0,34837937.0,4.0,10.0,735.0,86109373.55345891,500000.0,Small,Hybrid,1.0,69.25302037177357,500000.0,1.0
Startup_3888,Tech,10.0,42947980.0,3.0,10.0,700.0,9314029.024099045,500000.0,Small,B2B,2.0,37.56340253206531,500000.0,1.0
Startup_F_3290,Finance,2.0,17694935.0,4.0,9.0,599.0,11751604.712234048,47689794.19079263,Small,B2B,6.0,60.243207181797615,8595215.490830775,0.0
Startup_F_3277,Logistics,9.0,17585982.0,1.0,7.0,556.0,77886874.4667068,36339106.62059685,Large,B2C,7.0,40.43368873445827,24064908.10774631,0.0
Startup_4152,Logistics,7.0,44062323.0,4.0,20.0,512.0,82166236.96563426,500000.0,Large,B2C,5.0,30.0,500000.0,1.0
Startup_F_746,Finance,5.0,22642128.0,4.0,5.0,410.0,26974157.759564877,25323172.0148682,Small,B2B,1.0,64.47800659470519,16625292.647914164,0.0
Startup_F_2847,Logistics,2.0,27200296.0,4.0,4.0,322.0,64953266.13582598,2594997.3156620692,Large,B2B,6.0,38.7044959945624,11315767.475390712,0.0
Startup_4393,Tech,5.0,42819209.0,1.0,5.0,37.0,43554413.80354672,1270378.563535761,Medium,B2C,4.0,30.0,1950266.484416785,1.0
Startup_F_960,Tech,4.0,33144598.0,1.0,5.0,459.0,44203953.767286554,36777874.93796703,Large,B2B,7.0,76.02112493289256,8258039.644282061,0.0
Startup_F_2227,Tech,5.0,9661351.0,1.0,10.0,349.0,48836222.32073959,24381151.82045019,Medium,B2C,2.0,58.58593459006114,12250102.425181461,0.0
Startup_F_934,Logistics,9.0,25830240.0,4.0,5.0,544.0,37141231.98044064,29184234.912197184,Large,B2B,4.0,38.06815402429891,23088077.06078001,0.0
Startup_3026,E-commerce,7.0,45210612.0,2.0,16.0,71.0,38477996.90388913,500000.0,Medium,B2C,2.0,77.1048920134495,1748737.485517741,1.0
Startup_F_4493,Logistics,5.0,20320466.0,1.0,11.0,101.0,10152969.49813794,31105988.45943365,Medium,B2B,2.0,72.423940088996,8951037.492918372,0.0
Startup_2555,Logistics,10.0,49971252.0,2.0,22.0,625.0,64855758.07901858,3337848.965772166,Small,B2C,7.0,55.945447429827475,500000.0,1.0
Startup_F_2464,Tech,9.0,16444816.0,4.0,1.0,39.0,93248609.1760898,31713515.382765107,Medium,B2C,5.0,63.101748549673836,27669671.43699338,0.0
Startup_F_3260,Logistics,6.0,12258447.0,4.0,7.0,46.0,19584208.621719033,9628907.04619577,Large,B2C,7.0,37.550942520160504,17826960.85304185,0.0
Startup_F_1621,Health,1.0,11897502.0,1.0,7.0,74.0,58445799.93067375,41893989.95446927,Medium,B2B,1.0,34.39826730386682,28284656.074704304,0.0
Startup_F_1685,Tech,4.0,17064329.0,2.0,7.0,774.0,14986931.985826787,4406538.185744803,Large,B2C,5.0,50.16620009675418,9659419.640438128,0.0
Startup_F_2947,Health,8.0,19091746.0,4.0,9.0,75.0,96050784.76970844,19374552.448748797,Medium,B2C,1.0,32.937499564015766,18601311.531943582,0.0
Startup_4848,E-commerce,13.0,10666588.0,1.0,2.0,865.0,3874461.0974491285,500000.0,Large,Hybrid,5.0,78.90426418193796,500000.0,1.0
Startup_4,E-commerce,5.0,19435653.0,4.0,14.0,234.0,77956563.64243022,500000.0,Medium,B2C,9.0,30.0,500000.0,1.0
Startup_F_4041,Logistics,1.0,18667864.0,3.0,2.0,180.0,20169358.41351198,14888285.347679153,Large,B2C,2.0,54.85119692508827,9291052.932185452,0.0
Startup_F_2651,Tech,8.0,29402632.0,3.0,10.0,230.0,10121754.955958964,48587371.39774171,Medium,B2C,7.0,33.3546067004702,14953061.464208001,0.0
Startup_F_2357,Finance,3.0,3451550.0,3.0,8.0,15.0,37114207.80019642,7928453.95408962,Small,B2C,3.0,79.84288661107128,14901603.302785378,0.0
Startup_4416,Finance,0.0,26966904.0,4.0,0.0,57.0,27049871.320137184,500000.0,Medium,Hybrid,4.0,68.94174051845953,1381433.4435786,1.0
Startup_F_3164,Tech,9.0,22946027.0,3.0,7.0,766.0,8940640.227289682,48063094.58279907,Medium,B2C,7.0,90.20122455617074,10041642.32293495,0.0
Startup_F_2697,Logistics,8.0,30441143.0,1.0,7.0,325.0,21019580.053054433,8768563.367658554,Small,B2C,6.0,76.41932668621612,26601715.604255836,0.0
Startup_F_105,Health,3.0,29906038.0,1.0,7.0,268.0,2629313.5910655777,13948033.053248718,Large,B2C,3.0,36.49315686649322,14943355.850767769,0.0
Startup_F_514,Health,9.0,17810950.0,2.0,1.0,402.0,44736297.51485461,5875605.27521915,Medium,B2B,1.0,69.97963756850152,19512563.357222673,0.0
Startup_3535,Finance,5.0,4678308.0,1.0,10.0,234.0,76914302.30436906,1266468.3895715233,Small,B2B,9.0,43.34277526888634,500000.0,1.0
Startup_2587,E-commerce,14.0,7980124.0,1.0,19.0,140.0,315268.73045899597,500000.0,Large,Hybrid,1.0,53.74371941907897,1339816.4339647554,1.0
Startup_F_4456,Finance,8.0,37555190.0,1.0,11.0,22.0,44404383.226754114,33035002.78982593,Small,B2C,5.0,87.1987838977188,24782977.982828308,0.0
Startup_F_2106,Finance,3.0,3378772.0,3.0,4.0,432.0,81935692.5811005,6343452.250498196,Small,B2C,3.0,46.37285745475191,13644669.257026736,0.0
Startup_1157,Logistics,8.0,15432253.0,3.0,26.0,545.0,78036680.47644053,573515.7148818212,Small,B2C,6.0,63.30775529491893,2451758.0850409428,1.0
Startup_4505,AI/ML,11.0,9108576.0,3.0,12.0,758.0,77395078.89541751,500000.0,Small,Hybrid,2.0,69.41029416534926,1215263.780477238,1.0
Startup_F_3518,Logistics,9.0,4093348.0,4.0,8.0,334.0,5189469.821696907,14146935.675897233,Small,B2B,2.0,34.831239044770726,27586727.39978306,0.0
Startup_368,Education,2.0,43211269.0,3.0,10.0,293.0,108703061.0406221,662633.2726734118,Medium,Hybrid,3.0,30.0,2018129.6326297699,1.0
Startup_F_3170,Finance,7.0,3544306.0,1.0,2.0,391.0,2256835.042612854,19548378.108243644,Medium,B2B,4.0,72.65684828515093,7962672.242552256,0.0
Startup_F_1649,Health,3.0,7474467.0,4.0,2.0,124.0,28977336.23666854,2820540.2725037807,Small,B2B,7.0,70.39470614648961,6873545.485775046,0.0
Startup_1011,AI/ML,2.0,45563764.0,4.0,2.0,99.0,22241294.92680404,500000.0,Large,B2C,4.0,87.28671660662391,1603065.2754394703,1.0
Startup_F_3596,Logistics,3.0,34970306.0,1.0,4.0,372.0,17682032.1729157,8715156.977519203,Large,B2C,2.0,72.64111870678252,10411080.686840013,0.0
Startup_1156,AI/ML,11.0,45574347.0,1.0,3.0,840.0,79461918.72309637,500000.0,Small,B2B,3.0,36.23941036357962,610179.6255560386,1.0
Startup_F_909,Health,7.0,36346795.0,4.0,2.0,415.0,5631158.126345084,24113980.254778426,Medium,B2B,1.0,38.723605135900385,14736188.899489205,0.0
Startup_4871,Logistics,3.0,46869535.0,1.0,22.0,307.0,33885670.518739544,500000.0,Medium,Hybrid,3.0,91.66725240153463,1511458.2138363605,1.0
Startup_F_4460,Health,2.0,1702726.0,2.0,8.0,752.0,4411222.21775008,7446057.832065616,Large,B2B,1.0,65.75416739951241,17532656.42149105,0.0
Startup_4641,Healthcare,7.0,41590693.0,1.0,15.0,104.0,21017076.98693321,3088385.6008083606,Large,B2B,3.0,30.0,889474.0207748397,1.0
Startup_1218,Tech,14.0,17860268.0,1.0,11.0,532.0,71637686.71424833,1938957.3228779817,Large,B2B,4.0,81.7310450571238,500000.0,1.0
Startup_2246,AI/ML,7.0,6540152.0,4.0,27.0,588.0,5448592.769552494,2096342.3377305702,Small,Hybrid,9.0,45.03932840977956,1801426.2277496736,1.0
Startup_2424,Education,10.0,38018062.0,4.0,4.0,850.0,51329480.4051126,1120873.0508747213,Small,B2B,2.0,30.0,1166029.662668807,1.0
Startup_F_1434,Logistics,8.0,38632572.0,3.0,5.0,463.0,38271615.81331831,11902576.342401445,Large,B2C,1.0,45.20134178200436,19829493.70707512,0.0
Startup_F_2644,Tech,3.0,11797629.0,3.0,7.0,467.0,53633939.930000395,44203988.44031057,Medium,B2B,3.0,80.79429139794003,17974544.74529043,0.0
Startup_1598,E-commerce,12.0,34689049.0,3.0,0.0,750.0,36922088.9522106,1573627.0983663278,Large,Hybrid,8.0,30.0,1462060.728146269,1.0
Startup_4307,Tech,3.0,42928721.0,1.0,1.0,681.0,41470719.86552938,864084.6209212063,Medium,B2C,1.0,30.0,500000.0,1.0
Startup_F_291,Finance,7.0,16110487.0,4.0,3.0,756.0,10186585.489269646,16441616.826409819,Medium,B2B,1.0,51.534083340805694,25143423.34231934,0.0
Startup_F_116,Tech,3.0,11052700.0,1.0,4.0,635.0,71334177.56926419,45580172.97936596,Medium,B2B,6.0,68.43829552730949,26554733.635336757,0.0
Startup_F_1172,Finance,1.0,20329408.0,4.0,3.0,618.0,76623066.9918243,20029951.894489866,Large,B2C,4.0,82.65484111314376,28558272.08655098,0.0
Startup_F_1242,Finance,1.0,4895090.0,1.0,3.0,572.0,72537319.1258562,33215976.49936513,Medium,B2B,2.0,56.55242306668149,15459230.862066451,0.0
Startup_4582,Finance,0.0,30969152.0,2.0,28.0,179.0,64993467.38285895,500000.0,Small,B2C,3.0,51.758528250962456,1334316.166152314,1.0
Startup_F_3717,Health,2.0,31102447.0,4.0,3.0,202.0,43011261.21106484,19365484.10157777,Medium,B2B,1.0,59.83607222193726,6194480.317772021,0.0
Startup_F_179,Finance,1.0,9671734.0,1.0,4.0,551.0,5536469.415372181,29825421.16584921,Medium,B2B,7.0,54.98824932788088,25927875.314146027,0.0
Startup_F_2876,Health,1.0,22915933.0,4.0,9.0,529.0,34144750.35341991,46769787.024060465,Small,B2C,5.0,59.676225586408265,27034176.987344593,0.0
Startup_3315,E-commerce,8.0,40646891.0,3.0,25.0,956.0,32262822.21656378,3274809.496142268,Medium,B2B,8.0,34.33241107926145,2260648.2411904447,1.0
Startup_F_2646,Health,3.0,22948964.0,4.0,7.0,490.0,49943510.52882914,37152033.60153823,Large,B2B,1.0,53.27046582684932,4771056.582715748,0.0
Startup_3397,Education,6.0,49802223.0,4.0,19.0,584.0,74996019.68128972,877205.483384707,Large,B2C,2.0,33.28064578220872,500000.0,1.0
Startup_F_3950,Tech,9.0,5921207.0,1.0,9.0,250.0,59438509.39564441,7393251.98327848,Small,B2C,6.0,41.667350715084375,30767138.0228035,0.0
Startup_4511,Tech,14.0,19260531.0,4.0,8.0,145.0,58615085.206560165,1720611.1210924136,Large,B2C,9.0,30.0,500000.0,1.0
Startup_3533,Logistics,4.0,2359880.0,4.0,29.0,811.0,37115727.31363614,919055.4333988675,Medium,Hybrid,5.0,30.0,840988.3313175645,1.0
Startup_2437,Tech,7.0,27333890.0,4.0,12.0,570.0,64706866.101561524,500000.0,Small,B2B,3.0,72.39254651595309,500000.0,1.0
Startup_748,Tech,6.0,47033470.0,1.0,4.0,386.0,53414343.04131931,500000.0,Large,B2B,6.0,30.0,1762271.5891509948,1.0
Startup_F_2912,Health,7.0,33216367.0,3.0,5.0,258.0,19094692.497245852,20652370.965242326,Medium,B2C,5.0,33.73513619892516,23824800.656715613,0.0
Startup_4523,Education,14.0,19217792.0,2.0,1.0,200.0,111624069.04088235,1307806.938622306,Large,Hybrid,8.0,30.0,500000.0,1.0
Startup_F_293,Health,9.0,8562635.0,3.0,5.0,58.0,59157384.89243818,43965495.42527792,Large,B2C,2.0,26.53099571640136,17017560.703596845,0.0
Startup_F_1532,Health,3.0,16434272.0,2.0,6.0,194.0,29358122.841351584,29403863.05472544,Medium,B2C,5.0,70.69539205734077,10378636.340338793,0.0
Startup_F_3983,Health,3.0,33317460.0,4.0,9.0,452.0,63356737.11025188,21826106.76834693,Large,B2C,4.0,41.04156179935196,27839969.54058599,0.0
Startup_1576,Logistics,5.0,20062771.0,1.0,16.0,47.0,94911361.12301658,931803.5517051338,Large,Hybrid,6.0,61.88318602729059,1936979.838113173,1.0
Startup_F_3038,Finance,9.0,22098829.0,2.0,6.0,76.0,81040824.30592443,8723360.780926796,Large,B2B,5.0,51.15355976860782,17940990.16800198,0.0
Startup_2058,AI/ML,11.0,22665014.0,3.0,18.0,183.0,104662060.63460967,1267966.8150479633,Medium,Hybrid,2.0,30.0,500000.0,1.0
Startup_3400,Healthcare,1.0,18885177.0,3.0,1.0,608.0,28611304.965169605,1065390.5003433994,Large,Hybrid,8.0,30.0,500000.0,1.0
Startup_3095,E-commerce,1.0,2423913.0,4.0,14.0,964.0,51742687.17510087,500000.0,Small,B2C,2.0,30.0,500000.0,1.0
Startup_2125,Education,9.0,39849123.0,4.0,13.0,56.0,54627100.46032718,2652055.984279177,Small,Hybrid,6.0,32.83467228804622,500000.0,1.0
Startup_F_4134,Finance,2.0,11956096.0,2.0,4.0,698.0,28640177.829551205,31753288.31348215,Small,B2C,6.0,67.11439673100956,9925175.579558274,0.0
Startup_F_3162,Health,9.0,5474445.0,1.0,10.0,275.0,6085308.5755564,17134685.291865394,Small,B2B,6.0,65.64505908224199,30773930.516952217,0.0
Startup_F_661,Finance,5.0,29604680.0,3.0,8.0,200.0,42408062.33808674,35316327.5625179,Small,B2C,7.0,65.5039783427728,19258625.947220966,0.0
Startup_4892,Logistics,7.0,18533711.0,2.0,9.0,472.0,72642000.46815543,1572892.0292601492,Medium,B2C,1.0,94.78029698631516,500000.0,1.0
Startup_F_3159,Finance,8.0,29143626.0,1.0,1.0,21.0,50304811.710118234,46878218.31401054,Medium,B2B,4.0,36.961501019939334,15833713.259909026,0.0
Startup_F_2745,Health,9.0,6990266.0,2.0,1.0,234.0,11768096.054504935,28979013.698208425,Small,B2B,2.0,45.87434321223482,28791829.065130558,0.0
Startup_4624,Education,3.0,44133659.0,1.0,22.0,564.0,12992616.438270317,2994943.353575142,Small,B2B,7.0,30.0,500000.0,1.0
Startup_F_619,Finance,8.0,18363686.0,1.0,8.0,403.0,51223718.30420452,15719098.636927845,Large,B2B,5.0,80.62016795104162,26459079.253402352,0.0
Startup_1163,E-commerce,5.0,22640772.0,1.0,12.0,698.0,42802349.54710338,500000.0,Medium,B2C,1.0,40.64081961954359,1244905.816799126,1.0
Startup_F_3213,Logistics,6.0,8735491.0,1.0,8.0,370.0,100220079.85928325,44969078.94737767,Medium,B2B,1.0,31.92860857844091,10311536.523123391,0.0
Startup_3001,Finance,14.0,48275999.0,1.0,12.0,457.0,25917676.58286201,500000.0,Large,Hybrid,1.0,42.93232455274718,500000.0,1.0
Startup_3690,Tech,0.0,12638084.0,3.0,19.0,37.0,80569062.89705151,1487197.2583311386,Medium,B2B,6.0,33.09755219363937,500000.0,1.0
Startup_F_3122,Health,4.0,39309327.0,2.0,8.0,613.0,65115477.973751925,24298843.273860037,Large,B2C,7.0,44.78951839410422,31080538.480069023,0.0
Startup_132,Finance,13.0,13140232.0,1.0,18.0,904.0,21796857.44489771,500000.0,Large,Hybrid,1.0,46.74210390674287,500000.0,1.0
Startup_107,Finance,14.0,5170535.0,3.0,29.0,851.0,72421414.04316881,510639.55715993803,Large,B2C,5.0,34.241903836575176,984519.8561682053,1.0
Startup_F_4019,Logistics,4.0,16614446.0,4.0,4.0,230.0,55419759.83919779,38736437.46576384,Small,B2C,2.0,80.1299606449422,9908733.250674427,0.0
Startup_2005,E-commerce,2.0,22012837.0,4.0,18.0,673.0,32271244.632131144,500000.0,Medium,B2C,2.0,30.0,1992270.574709722,1.0
Startup_2363,Education,8.0,33672032.0,1.0,8.0,620.0,46791445.1564166,2301973.9327531825,Large,Hybrid,6.0,96.33859305580698,535088.8432704525,1.0
Startup_2115,E-commerce,7.0,26675422.0,1.0,1.0,251.0,27421165.068407927,500000.0,Small,Hybrid,8.0,92.34206350899599,1157097.7315538188,1.0
Startup_F_2063,Logistics,7.0,39150204.0,2.0,3.0,660.0,39468584.19562974,26380974.079128727,Medium,B2C,7.0,63.07436589139325,9814551.340704395,0.0
Startup_4249,Education,0.0,32228153.0,1.0,14.0,269.0,5708561.341548692,1175664.359370971,Large,Hybrid,1.0,30.0,2112663.1462411913,1.0
Startup_2771,Logistics,13.0,33739624.0,2.0,20.0,183.0,17241754.19375044,590215.831220154,Large,B2B,8.0,58.618505335957934,500000.0,1.0
Startup_F_280,Logistics,8.0,9325344.0,1.0,11.0,420.0,39938434.469422445,24770001.765234858,Medium,B2C,7.0,76.18328649040848,26727426.08658688,0.0
Startup_F_2471,Health,3.0,27905373.0,1.0,5.0,732.0,81659351.88911992,36890468.26131943,Large,B2B,3.0,67.86195535307962,28050452.11645843,0.0
Startup_37,Education,1.0,29168999.0,4.0,27.0,979.0,12364714.636241952,500000.0,Medium,B2C,8.0,88.85432861738315,500000.0,1.0
Startup_F_4241,Finance,4.0,21926874.0,4.0,5.0,195.0,63623495.80135513,17387217.25695036,Medium,B2C,5.0,63.99823724675505,2459387.7172571393,0.0
Startup_1955,Healthcare,6.0,27097414.0,1.0,8.0,601.0,33456727.609844647,1543527.7037433651,Large,Hybrid,5.0,30.826553894287827,806887.6703326955,1.0
Startup_F_4375,Tech,8.0,4691848.0,3.0,3.0,87.0,32668718.328230377,45203206.977462016,Small,B2B,1.0,70.01437512965178,19543547.178218953,0.0
Startup_F_2752,Finance,9.0,17576973.0,1.0,5.0,262.0,41271852.68748066,42655549.53218851,Small,B2B,7.0,81.2251075668174,10951764.242587782,0.0
Startup_316,Healthcare,13.0,15478785.0,3.0,24.0,321.0,42872560.50588446,500000.0,Medium,Hybrid,1.0,30.0,500000.0,1.0
Startup_F_1347,Finance,4.0,18812427.0,1.0,1.0,447.0,18322381.92671559,29546437.964039866,Large,B2B,1.0,32.48895284321407,20361084.51085659,0.0
Startup_3282,AI/ML,6.0,8189450.0,3.0,1.0,1.0,29107802.33410909,500000.0,Large,B2B,1.0,34.83676062236995,500000.0,1.0
Startup_3799,Logistics,8.0,34564663.0,4.0,14.0,289.0,42185721.45028571,971077.1816846774,Large,B2C,7.0,89.16491235134141,500000.0,1.0
Startup_F_3664,Tech,5.0,14018325.0,3.0,3.0,31.0,5310496.439233385,38622728.83645904,Medium,B2B,1.0,39.17075263542931,8437913.908980861,0.0
Startup_1047,E-commerce,0.0,19716284.0,3.0,4.0,369.0,87744126.21816455,500000.0,Small,B2B,9.0,30.0,1417758.349597611,1.0
Startup_1841,AI/ML,4.0,22852035.0,2.0,28.0,921.0,29748341.274912387,1008684.2050922957,Small,B2C,8.0,30.0,3076640.817292861,1.0
Startup_F_1117,Tech,5.0,30329957.0,4.0,1.0,219.0,60174876.823584676,45994435.21699128,Large,B2C,1.0,54.951825692420215,824830.9749533241,0.0
Startup_F_521,Finance,9.0,24465520.0,3.0,4.0,435.0,34823355.62157761,48048434.49774013,Medium,B2C,2.0,60.317603611801914,6202070.055559558,0.0
Startup_3991,Healthcare,14.0,47425683.0,1.0,2.0,515.0,27848613.79652233,564309.8901473174,Small,B2C,4.0,89.21858087946615,500000.0,1.0
Startup_F_1106,Tech,6.0,14890893.0,2.0,7.0,455.0,44108814.91253983,39792174.58780644,Large,B2B,2.0,83.78441113604734,22604432.53484908,0.0
Startup_F_3084,Health,8.0,5538847.0,1.0,3.0,528.0,7663397.418771566,9001994.724749582,Large,B2C,5.0,71.01667396567979,8903217.333460713,0.0
Startup_734,AI/ML,14.0,40078496.0,1.0,10.0,783.0,50677408.66289938,4688341.57196969,Medium,B2C,2.0,30.0,500000.0,1.0
Startup_F_1254,Tech,8.0,13317876.0,1.0,5.0,721.0,11984420.987636888,30276348.23096732,Medium,B2C,6.0,47.70919243277546,2454573.3937780955,0.0
